fine_label	utterance
UNK:UNK	Email Further Demonstrating Monsanto’s Intimate Relationship with Jess Rowland, Former EPA Offic ial This document contains an email correspondence between various Monsanto personnel wherein James M. Nyangulu writes to Dr. William Heydens about meeting with Jesudoss Rowland, formerly of the EPA’s Office of Pesticide Programs (OPP): “I reached out t o Jess Rowland this morning. He is willing to talk tomorrow, however he has back to back meetings from 9:301:ill 1.1.30 am. He has given me his cell phone number for us to text him once we know what time we would like to meet him. He wanted to check with t he Product Manager (PM) for MON102100 (not a good thing.... PM likely to deny the meeting). I discouraged him and hopefully he won't check with the PM.” at *1. MONGLY03402231 4/21/2016
UNK:UNK	Internal discussion re conversations with EPA officials Email discussion among several Monsanto employees concerning Anne Overstreet’s (EPA) statement to the press concerning glyphosate. 123 Bates Title Description MONGLY02793243 4/25/2016
UNK:UNK	Daniel Goldstein acknowledges that OSHA regulations require Monsanto to list IARC decision on MSDS Daniel Goldstein acknowledges that OSHA regulations require Monsanto to list IARC decision on MSDS MONGLY03558820 4/28/2016 – 7/6/2016
UNK:UNK	Internal Email: Monsanto’s Political Influence Could Be Used as Motivator for IARC to ‘Change Their Current Inappropriate Practices’ This document contains email correspondence between various Monsanto employees wherein John Lynch states: “To date I have eight industry associations, plus CropLife Canada, who have expressed interest in engaging in further discussions on how to collaborat e as a more substantial critical mass, representing a significant chunk of Canada’s GDP and innovation investments, to capture the attention of the federal government and encourage an approach to motivate IARC to make adjustments to their current inappropr iate practices.” at *2. MONGLY03391458 5/2/2016
UNK:UNK	Internal discussion between Monsanto employees wherein i t is stated that EPA did not review all of the mouse carcinogenicity studies Internal discussion between Monsanto employees wherein it is stated that EPA did not review all of the mouse carcinogenicity studies. 124 Bates Title Description MONGLY07577414 MONGLY07577415 5/2/2016
UNK:UNK	Monsanto Email Re: Draft Aderholt LTE Reuters Glyphosate final AND Attachment: Draft Aderholdt LTE Reuters Glyphosate final This document contains an email between Todd Rands and FTI Consulting personnel. Todd Rands sends a “retool of the draft” MONGLY07577580 5/10/2016
UNK:UNK	Email Fwd: House Ag FTI Consulting sends outline of House Committee on Agriculture hearing on glyphosate MONGLY03410604 - MONGLY03410607 5/2016 – 6/2016
UNK:UNK	Email Correspondence Between Monsanto and EPA Over EU Cancer Data for Glyphosate (Monsanto Provides Japanese Study) In these documents EPA official Khue Nguyen asks Monsanto personnel for access to EU cancer data for glyphosate. Nguyen is put in contact with a representative from Monsanto Japan who will coordinate to provide EPA with Japan’s Food Safety Commission (FSC) Assessment Report 125 Bates Title Description MONGLY03548857 6/26/2016
UNK:UNK	Monsanto Email Re: European Glyphosate Studies This document contains an email exchange between a redacted Monsanto employee and Khue Nguyen (EPA). Nguyen ask s Monsanto for studies, to which redacted Monsanto employee provides evasive responses, then gets very upset when Nguyen asks for access to glyphosate studies in English. Monsanto employee sends an email to Dan Jenkins saying “I will charge the buggars [ EPA] with my personal time that has gone into this @ $400/hr = c $1000.” In another email, the Monsanto employee says: “Obviously I don’t mind doing this work but I prefer not to be dealt with like sh*t when I’m actually reducing workload for EPA, and potentially helping them shoot us.” MONGLY03550799, MONGLY03550800 8/9/2016
UNK:UNK	Monsanto Talking Points in Preparation for Meeting with EPA Director Show Attempt to Preclude Glyphosate Review These documents contain a set of “talking points” in anticipation of Monsanto’s meeting with EPA director Gina McCarthy. The talking points include: “There is already enough for EPA to act without a SAP”; “If she pushes back on reviews by other agencies Hug h needs to question her as to why they then considered IARC's flawed classification and again, why are you convening an SAP when your own internal scientists have confirmed the safety of glyphosate”; “Why is this being politicized?” at *2. MONGLY08076980 9/1/2016
UNK:UNK	Monsanto Email Re: “summary of yesterday’s meeting between Hugh and EPA Administrator McCarthy” This document is an email between various Monsanto employees re “summary of yesterday’s meeting between Hugh and EPA Administrator McCarthy.” 126 Bates Title Description MONGLY14441101 - MONGLY14441108 7/2018
UNK:UNK	Hakluyt Reports Re: Glyphosate Regulation, Dicamba, and Monsanto’s Reputation These documents contain reports on several topics from Hakluyt & Company. Monsanto hired Hakluyt & Company to “take the temperature on current regulatory attitudes for glyphosate.” Among other things, the Hakluyt report noted that a White House official said Monsanto could count on the Trump administration to be an all y on pesticides regulation. Collins00000399 10/4/2016
UNK:UNK	Letter from Janet Collins of CropLife America to Steven Knott (EPA) re: FIFRA SAP Glyphosate This document contains a letter from Janet E. Collins of CropLife America to Steven Knott of the Environmental Protection Agency, re: FIFRA SAP Glyphosate. CropLife America, on behalf of manufacturers of crop protection chemicals such as Monsanto, requests that the Glyphosate Issue Paper, Section 7: Collaborative Research Plan for Glyphosate and Glyphosate Formulations be eliminated from any consideration of discussion by FIFRA SAP [Federal Insecticide, Fungicide and Rodenticide Act Scientific Advisory Panel]. MONGLY12837472 Unknown Documents Re leased: 7/22/2019 Monsanto Company Confidential: Monsanto Stakeholder Engagement Link to Document Above in Native Excel Format This document is a Monsanto stakeholder engagement report. The document shows targets for shareholder engagement, including the American Academy of Pediatrics, which is ‘already engaged’ per the report. Monsanto, which it is said will provide sponsorship support of “$120k x 5 years,” wants to “build relationships with AAP and IPA [International Pediatric Assn.] and use latter to leverage AAP opinion globally. In conjunction with this we will foster local pediatric and medical expertise in US and key global countries.” Monsa nto also lists American College of Medical Toxicology and American Medical Association as targets to “ Build network of Medical Toxicologists to support glyphosate and other herbicide safety issues. ” MONGLY13797187 6/8/2018
UNK:UNK	Email Re: glyphosate: risk mitigation discussion —proposed dates This document is an email from Khue Nguyen (EPA) to Data Group Management’s Katie Miller i nviting the Joint Glyphosate Task Force (JGTF) and any other interested technical registrants to a risk mitigation discussion for glyphosate. 127 Bates Title Description MONGLY14162794 8/16/2018
UNK:UNK	Email RE: Aug. 7 Conversation between EPA and JGTF This document is an email exchange between Katie Miller (Data Group Management), Khue Nguyen (EPA) and ot hers regarding a meeting between the Joint Glyphosate Task Force (JGTF) and EPA that discussed, among other things, glyphosate product labeling. MONGLY14155659 8/22/2018
UNK:UNK	Letter from Joint Glyphosate Task Force to EPA Re: JGTF Comments on EPA’s Proposed Label Mitigation Measures for Glyphosate This document is a letter from the JGTF to Khue Nguyen (EPA) commenting on EPA’s proposed label mitigation measures for glyphosate. MONGLY14155656 10/12/2018
UNK:UNK	Email FW: JGTF Response to EPA' s Label Mitigation Measures for Glyphosate Data Management Group (DGM) forwards email from Khue Nguyen (EPA ) to JGTF personne l. The forwarded email contains Nguyen’s responses to JGTF comments on EPA's proposed label mitigation measures for glyphosate. Media & PR Response 128 Bates Title Description MONGLY00878199 11/4/1999
UNK:UNK	Monsanto Email Re: RFT Peter Raven Story This document contains email correspondence between Monsanto employees Daniel Goldstein, Lis a Drake, Donna Farmer, John Acquavella, and Michael McKee regarding RFT Peter Raven story, wherein Monsanto plans a coordinated response to “Peter and the Wolf” by Jeannette Batz published in The Riverfront Times. MONGLY10520695 1/27/2004
UNK:UNK	Fleishman Hillard Cover Letter and Proposal to Monsanto to Conduct Research Program This document is a 2004 proposal from Fleishman Hillard to conduct a global reputation audit of Monsanto. MONGLY06987082 3/6/2006
UNK:UNK	Eric Sachs PowerPoint Presentation: Issues Management, Regulatory Affairs, Scientific Affairs This document contains a PowerPoint presentation, “Issues Management, Regulatory Affairs, Scientific Affairs” by Monsanto’s Eric Sachs. Issues Management “Rapidly respond to emergent global scientific and technology challenges to Monsanto” including “enga gement by 3 rd parties.” “Monsanto’s engagement can be like pouring fuel on a fire.” 129 Bates Title Description MONGLY06984283 8/30/2007
UNK:UNK	Monsanto Email FW: Information for General Mills This document contains an email from Monsanto’s Warren Strauss to Jerry Steiner et al., with an atta chment, A Summary of Biotech Crops Impacts and Allegations, Prepared by Andy Hedgecock and Eric Sachs. MONGLY07024851 - MONGLY07024854 1/9/2009
UNK:UNK	Email Re: Nov 7 -9 2008 Arlington Meeting Report This document contains email correspondence between Bruce Chassy, Andy Hedgecock and AgBioAction lis tserve regarding the Nov 7- 9 2008 Arlington Meeting Report . MONGLY06975529 10/26/2010
UNK:UNK	Monsanto Email Re: Posting on AgBioChatter This document contains email correspondence between Monsanto employees Eric Sachs, Stacy Sta ter, Thomas Carrato and others re: posting on AgBioChatter. MONGLY04128742 1/17/2011
UNK:UNK	Email correspondence in response to an article by Jeffrey Smith regarding the impact of Roundup on soil, plants, animals and the human population This document contains email correspondence between Monsanto’s Eric Sachs, Thomas Helscher, Gary Hartnell, Daniel Goldstein and others. In response to an article by Jeffrey Smith regarding the impact of Roundup on soil, plants, animals and the human popul ation, Sachs writes: “We should engage Bruce Chassy, if available, to post a response to AgBioView and then Academics Review.” 130 Bates Title Description MONGLY04128817 1/19/2011
